n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
7585,6116,4376,2269,3049,13.066,11.576,11.641832918854195
105,5543,8237,7597,9907,15.045,12.911,13.065574473824242
1324,5472,9081,670,6209,13.785,12.663,12.246751596589661
2775,7405,6923,2574,2759,13.516,11.876,12.066697892652755
3899,841,1817,2169,8294,13.664,12.4,12.519381371040744
9673,1037,6285,1665,4770,13.627,12.515,12.358862139383897
3358,3674,6910,1437,4370,16.058,14.519,14.616106764558268
3438,6496,4606,5597,707,12.038,10.574,10.627557319223985
3268,86,6736,897,6206,23.857,20.968,21.341554021894524
8056,2279,384,3878,6958,16.593,15.035,14.8104507737142
1835,9778,63,1986,9481,29.98,28.265,28.1854848103625
3238,3326,5410,135,1368,12.344,10.026,10.39214503311155
2182,8843,286,8205,1389,15.005,13.584,13.6092339252085
9387,8138,8807,3246,6883,12.226,10.577,10.615526581093139
1127,6523,3148,1530,9499,19.756,18.639,18.35010421677088
2381,2827,9976,675,887,14.585,12.335,12.70061509756896
4423,9094,9934,2446,4396,14.618,12.569,12.560280931009357
9425,560,1987,6592,3879,13.957,12.547,12.636666023710983
2649,8272,705,5995,8553,13.506,11.678,12.28414715713337
9670,9260,1421,5688,1801,12.711,11.643,11.636734471450987
9570,5989,7394,3441,6589,11.828,10.467,10.348373172720999
3256,9411,300,6208,9957,15.977,13.883,14.267220033388302
5385,10,7103,1830,3496,35.98,31.887,32.30599924621668
3632,7274,4417,5320,1455,12.415,10.535,10.638872875084415
5032,4667,1688,8478,903,21.866,19.647,19.90715849354363
416,6248,9182,7022,8148,12.042,10.604,10.356826382473427
5670,4067,9273,1085,6963,13.457,11.596,11.483800282670146
3783,1569,6568,8353,6110,10.632,9.065,9.180853174603174
9182,6051,2279,4756,2802,13.616,12.788,12.711603652981616
4242,481,827,2830,4308,19.05,17.402,16.80464797522001
2690,1970,9937,2430,194,33.566,30.414,30.059995419071274
799,997,7379,3417,6371,17.664,15.247,15.229411000154917
4820,242,5808,4669,2304,15.536,12.757,12.81865231990232
7879,9206,4550,2249,1418,10.804,9.423,9.316380989842285
9108,4849,1932,1074,6880,12.13,10.501,10.490914388530232
7395,2335,9206,6275,9636,10.261,8.591,8.568298402988065
2770,4491,9785,9969,8100,9.345,8.182,8.25463887186372
5715,1625,793,4535,8664,16.79,14.683,14.677715388060214
2102,2839,1380,2657,3643,18.961,17.325,17.02720427377835
213,3324,2881,7760,7482,21.549,19.494,19.524435528956076
9691,9162,8937,6361,1363,10.991,9.682,9.530143557422969
2835,8988,7898,9714,4299,9.49,8.805,8.62912694276144
8772,1090,471,9519,9588,9.934,8.75,8.51358968942151
7139,8918,5058,8576,8634,9.964,8.197,8.266666666666666
8800,1074,9402,8882,4920,12.682,11.976,11.517615143697505
1053,3674,2252,1690,1632,22.299,20.178,20.31385414008277
8055,7430,990,8031,867,20.893,19.939,19.593932810855613
9878,478,6113,3991,7514,16.095,14.526,14.473500361833697
3786,6082,9390,8125,3983,12.824,10.631,10.475011683021181
589,9780,1386,768,6713,15.927,14.032,13.965806147446095
6662,9642,1129,1322,3098,13.246,11.49,11.78101823414979
558,9963,2970,1383,1062,11.678,10.494,10.522943863977815
489,5812,7704,8962,8774,15.972,14.145,14.28442671394799
7776,425,1233,5469,1386,16.848,16.172,15.64539918586215
5267,140,7599,7358,9670,10.745,7.833,8.229818086056458
2434,6325,7835,2259,1740,17.255,15.241,15.117024475288467
5714,3789,7397,2120,3148,20.737,19.586,19.333435858673955
3623,1782,1812,863,1967,16.53,15.43,15.517963228972274
1222,1352,6101,1697,384,19.509,17.948,17.930412933564536
7659,8552,3287,6053,1329,13.844,12.203,12.217460317460315
3869,89,4200,8484,3233,14.977,13.281,13.128514587505965
253,7196,4149,364,1691,24.872,22.871,22.943711603229964
8510,6834,947,4116,7791,11.918,10.23,10.336251546072974
5162,9916,3615,960,4508,15.809,14.127,14.083796296296297
2166,4917,637,3058,5790,9.082,8.12,8.314112978439347
6606,118,4959,1546,482,13.137,10.323,11.1419199031009
5204,7197,4049,6825,9898,9.735,8.237,8.453926681783825
5271,8056,9230,5684,6538,12.318,10.609,10.556866384644163
7046,3423,1287,4528,4929,11.886,10.256,10.233593410525778
7565,7644,9313,7469,7207,9.683,8.665,8.719438339438339
6308,3052,5398,6589,964,14.585,13.407,13.302309492679658
5325,1504,2794,5202,8910,13.558,11.157,11.129695767195768
440,3089,3458,5973,2255,12.079,10.695,10.71866551676424
1407,5535,7324,9937,9822,11.558,10.279,10.480384359433165
6305,3460,8879,5494,1242,13.021,11.34,11.332561179307755
313,9051,6911,7710,3724,32.47,30.167,30.30439209344465
5303,8423,8230,1623,7589,9.409,7.931,8.044938231702938
52,4663,8740,3360,1170,20.603,18.224,18.31561233832543
3665,176,5155,688,1498,28.261,26.062,26.198563141305907
2443,5383,2675,1573,8349,18.535,16.581,16.27027936867464
6615,6479,6380,9610,8293,11.379,9.573,9.291244544711063
2209,8334,5855,5881,4422,10.01,8.584,8.454573687182382
3309,5250,6308,9294,2988,12.152,10.588,10.600856164383561
2918,9351,2810,154,5013,13.338,10.856,10.904891663327156
329,4563,7844,8561,6998,13.837,12.392,12.608329901423124
1535,4469,4668,2354,8469,13.343,10.977,11.123158239219759
7397,7844,3802,2934,5423,12.906,11.627,11.644541173112602
2403,5695,9845,833,8936,9.626,9.019,8.723515723459618
4564,5641,429,9479,3054,10.076,8.339,8.411190476190477
8810,1582,7429,2204,5582,9.691,8.597,8.577824634048891
3453,8898,2201,6926,3548,12.083,10.393,10.697200286507297
8443,3322,9316,6932,164,14.929,12.473,12.65000741196862
9091,808,5813,8129,6096,16.349,14.26,14.314411179916867
997,6101,6529,7595,7166,12.206,10.152,10.183259680134679
3124,9109,1617,2720,9624,19.492,17.975,18.09953082718257
1390,5810,4263,4048,7693,11.827,10.45,10.491496598639456
8610,3052,8702,197,8844,9.987,8.242,8.21267354491706
5496,3652,2839,460,925,19.662,17.795,17.625945469604893
9610,9520,3282,5550,4645,9.51,8.59,8.466561244971658
2126,5410,4876,6481,590,19.547,19.347,18.348716617165792
